Unnamed: 0,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
2071,GERD, stomach_pain, ulcers_on_tongue, vomiting, cough
2072,GERD, stomach_pain, acidity, vomiting, cough
2073,GERD, stomach_pain, acidity, ulcers_on_tongue, cough
2074,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
2075,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
2076,GERD, acidity, ulcers_on_tongue, vomiting, cough
2077,GERD, stomach_pain, ulcers_on_tongue, vomiting, cough
2078,GERD, stomach_pain, acidity, vomiting, cough
2079,GERD, stomach_pain, acidity, ulcers_on_tongue, cough
2090,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
2091,Drug Reaction,itching, stomach_pain, burning_micturition, spotting_ urination
2092,Drug Reaction,itching, skin_rash, burning_micturition, spotting_ urination
2093,Drug Reaction,itching, skin_rash, stomach_pain, spotting_ urination
2094,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
2095,Drug Reaction, skin_rash, stomach_pain, burning_micturition, spotting_ urination
2096,Drug Reaction,itching, stomach_pain, burning_micturition, spotting_ urination
2097,Drug Reaction,itching, skin_rash, burning_micturition, spotting_ urination
2098,Drug Reaction,itching, skin_rash, stomach_pain, spotting_ urination
2099,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
2130,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
2131,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
2132,Gastroenteritis, sunken_eyes, dehydration, diarrhoea,
2133,Gastroenteritis, vomiting, dehydration, diarrhoea,
2134,Gastroenteritis, vomiting, sunken_eyes, diarrhoea,
2135,Gastroenteritis, vomiting, sunken_eyes, dehydration,
2136,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
2137,Gastroenteritis, sunken_eyes, dehydration, diarrhoea,
2138,Gastroenteritis, vomiting, dehydration, diarrhoea,
2139,Gastroenteritis, vomiting, sunken_eyes, diarrhoea,
2160,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2161,Migraine, indigestion, headache, blurred_and_distorted_vision, excessive_hunger
2162,Migraine, acidity, headache, blurred_and_distorted_vision, excessive_hunger
2163,Migraine, acidity, indigestion, blurred_and_distorted_vision, excessive_hunger
2164,Migraine, acidity, indigestion, headache, excessive_hunger
2165,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2166,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2167,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2168,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2169,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2170,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
2171,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
2172,Cervical spondylosis, weakness_in_limbs, neck_pain, dizziness, loss_of_balance
2173,Cervical spondylosis, back_pain, neck_pain, dizziness, loss_of_balance
2174,Cervical spondylosis, back_pain, weakness_in_limbs, dizziness, loss_of_balance
2175,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, loss_of_balance
2176,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
2177,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
2178,Cervical spondylosis, weakness_in_limbs, neck_pain, dizziness, loss_of_balance
2179,Cervical spondylosis, back_pain, neck_pain, dizziness, loss_of_balance
2200,Malaria, chills, vomiting, high_fever, sweating
2201,Malaria, chills, vomiting, high_fever, sweating
2202,Malaria, chills, vomiting, high_fever, sweating
2203,Malaria, vomiting, high_fever, sweating, headache
2204,Malaria, chills, high_fever, sweating, headache
2205,Malaria, chills, vomiting, sweating, headache
2206,Malaria, chills, vomiting, high_fever, headache
2207,Malaria, chills, vomiting, high_fever, sweating
2208,Malaria, chills, vomiting, high_fever, sweating
2209,Malaria, chills, vomiting, high_fever, sweating
2210,Chicken pox,itching, skin_rash, fatigue, lethargy
2211,Chicken pox, skin_rash, fatigue, lethargy, high_fever
2212,Chicken pox,itching, fatigue, lethargy, high_fever
2213,Chicken pox,itching, skin_rash, lethargy, high_fever
2214,Chicken pox,itching, skin_rash, fatigue, high_fever
2215,Chicken pox,itching, skin_rash, fatigue, lethargy
2216,Chicken pox,itching, skin_rash, fatigue, lethargy
2217,Chicken pox,itching, skin_rash, fatigue, lethargy
2218,Chicken pox,itching, skin_rash, fatigue, lethargy
2219,Chicken pox,itching, skin_rash, fatigue, lethargy
2220,Dengue, skin_rash, chills, joint_pain, vomiting
2221,Dengue, skin_rash, chills, joint_pain, vomiting
2222,Dengue, skin_rash, chills, joint_pain, vomiting
2223,Dengue, skin_rash, chills, joint_pain, vomiting
2224,Dengue, chills, joint_pain, vomiting, fatigue
2225,Dengue, skin_rash, joint_pain, vomiting, fatigue
2226,Dengue, skin_rash, chills, vomiting, fatigue
2227,Dengue, skin_rash, chills, joint_pain, fatigue
2228,Dengue, skin_rash, chills, joint_pain, vomiting
2229,Dengue, skin_rash, chills, joint_pain, vomiting
2300,Tuberculosis, chills, vomiting, fatigue, weight_loss
2301,Tuberculosis, chills, vomiting, fatigue, weight_loss
2302,Tuberculosis, vomiting, fatigue, weight_loss, cough
2303,Tuberculosis, chills, fatigue, weight_loss, cough
2304,Tuberculosis, chills, vomiting, weight_loss, cough
2305,Tuberculosis, chills, vomiting, fatigue, cough
2306,Tuberculosis, chills, vomiting, fatigue, weight_loss
2307,Tuberculosis, chills, vomiting, fatigue, weight_loss
2308,Tuberculosis, chills, vomiting, fatigue, weight_loss
2309,Tuberculosis, chills, vomiting, fatigue, weight_loss
2320,Pneumonia, chills, fatigue, cough, high_fever
2321,Pneumonia, chills, fatigue, cough, high_fever
2322,Pneumonia, chills, fatigue, cough, high_fever
2323,Pneumonia, fatigue, cough, high_fever, breathlessness
2324,Pneumonia, chills, cough, high_fever, breathlessness
2325,Pneumonia, chills, fatigue, high_fever, breathlessness
2326,Pneumonia, chills, fatigue, cough, breathlessness
2327,Pneumonia, chills, fatigue, cough, high_fever
2328,Pneumonia, chills, fatigue, cough, high_fever
2329,Pneumonia, chills, fatigue, cough, high_fever
2380,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2381,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2382,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2383,Hypoglycemia, fatigue, anxiety, sweating, headache
2384,Hypoglycemia, vomiting, anxiety, sweating, headache
2385,Hypoglycemia, vomiting, fatigue, sweating, headache
2386,Hypoglycemia, vomiting, fatigue, anxiety, headache
2387,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2388,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2389,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2420,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
2421,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
2422,Acne, pus_filled_pimples, blackheads, scurring,
2423,Acne, skin_rash, blackheads, scurring,
2424,Acne, skin_rash, pus_filled_pimples, scurring,
2425,Acne, skin_rash, pus_filled_pimples, blackheads,
2426,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
2427,Acne, skin_rash, pus_filled_pimples, blackheads,
2428,Acne, skin_rash, pus_filled_pimples, scurring,
2429,Acne, skin_rash, blackheads, scurring,
2430,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2431,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2432,Urinary tract infection, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,
2433,Urinary tract infection, burning_micturition, foul_smell_of urine, continuous_feel_of_urine,
2434,Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,
2435,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine,
2436,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2437,Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,
2438,Urinary tract infection, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,
2439,Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,
2440,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2441,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2442,Psoriasis, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails
2443,Psoriasis, skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails
2444,Psoriasis, skin_rash, joint_pain, silver_like_dusting, small_dents_in_nails
2445,Psoriasis, skin_rash, joint_pain, skin_peeling, small_dents_in_nails
2446,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2447,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2448,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2449,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2450,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
2451,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
2452,Impetigo, high_fever, blister, red_sore_around_nose, yellow_crust_ooze
2453,Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze
2454,Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze
2455,Impetigo, skin_rash, high_fever, red_sore_around_nose, yellow_crust_ooze
2456,Impetigo, skin_rash, high_fever, blister, yellow_crust_ooze
2457,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
2458,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
2459,Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze
2460,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2461,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
2462,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
2464,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
2468,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
2471,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2472,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
2475,Malaria, chills, vomiting, high_fever, sweating
2476,Chicken pox,itching, skin_rash, fatigue, lethargy
2477,Dengue, skin_rash, chills, joint_pain, vomiting
2485,Tuberculosis, chills, vomiting, fatigue, weight_loss
2487,Pneumonia, chills, fatigue, cough, high_fever
2493,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2497,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
2498,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2499,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2500,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
2501,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2502,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
2503,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
2505,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
2509,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
2512,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2513,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
2516,Malaria, chills, vomiting, high_fever, sweating
2517,Chicken pox,itching, skin_rash, fatigue, lethargy
2518,Dengue, skin_rash, chills, joint_pain, vomiting
2526,Tuberculosis, chills, vomiting, fatigue, weight_loss
2528,Pneumonia, chills, fatigue, cough, high_fever
2534,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2538,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
2539,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2540,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2541,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
2542,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2543,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
2544,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
2546,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
2550,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
2553,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2554,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
2557,Malaria, chills, vomiting, high_fever, sweating
2558,Chicken pox,itching, skin_rash, fatigue, lethargy
2559,Dengue, skin_rash, chills, joint_pain, vomiting
2567,Tuberculosis, chills, vomiting, fatigue, weight_loss
2569,Pneumonia, chills, fatigue, cough, high_fever
2575,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2579,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
2580,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2581,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2582,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
2583,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2584,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
2585,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
2587,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
2591,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
2594,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2595,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
2598,Malaria, chills, vomiting, high_fever, sweating
2599,Chicken pox,itching, skin_rash, fatigue, lethargy
2600,Dengue, skin_rash, chills, joint_pain, vomiting
2608,Tuberculosis, chills, vomiting, fatigue, weight_loss
2610,Pneumonia, chills, fatigue, cough, high_fever
2616,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2620,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
2621,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2622,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2623,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
2624,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2625,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
2626,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
2628,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
2632,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
2635,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2636,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
2639,Malaria, chills, vomiting, high_fever, sweating
2640,Chicken pox,itching, skin_rash, fatigue, lethargy
2641,Dengue, skin_rash, chills, joint_pain, vomiting
2649,Tuberculosis, chills, vomiting, fatigue, weight_loss
2651,Pneumonia, chills, fatigue, cough, high_fever
2657,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2661,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
2662,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2663,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2664,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
2665,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2666,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
2667,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
2669,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
2673,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
2676,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2677,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
2680,Malaria, chills, vomiting, high_fever, sweating
2681,Chicken pox,itching, skin_rash, fatigue, lethargy
2682,Dengue, skin_rash, chills, joint_pain, vomiting
2690,Tuberculosis, chills, vomiting, fatigue, weight_loss
2692,Pneumonia, chills, fatigue, cough, high_fever
2698,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2702,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
2703,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2704,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2705,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
2706,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2707,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
2708,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
2710,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
2714,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
2717,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2718,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
2721,Malaria, chills, vomiting, high_fever, sweating
2722,Chicken pox,itching, skin_rash, fatigue, lethargy
2723,Dengue, skin_rash, chills, joint_pain, vomiting
2731,Tuberculosis, chills, vomiting, fatigue, weight_loss
2733,Pneumonia, chills, fatigue, cough, high_fever
2739,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2743,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
2744,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2745,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2746,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
2747,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2748,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
2749,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
2751,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
2755,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
2758,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2759,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
2762,Malaria, chills, vomiting, high_fever, sweating
2763,Chicken pox,itching, skin_rash, fatigue, lethargy
2764,Dengue, skin_rash, chills, joint_pain, vomiting
2772,Tuberculosis, chills, vomiting, fatigue, weight_loss
2774,Pneumonia, chills, fatigue, cough, high_fever
2780,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2784,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
2785,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2786,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2787,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
2788,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2789,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
2790,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
2792,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
2796,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
2799,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2800,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
2803,Malaria, chills, vomiting, high_fever, sweating
2804,Chicken pox,itching, skin_rash, fatigue, lethargy
2805,Dengue, skin_rash, chills, joint_pain, vomiting
2813,Tuberculosis, chills, vomiting, fatigue, weight_loss
2815,Pneumonia, chills, fatigue, cough, high_fever
2821,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2825,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
2826,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2827,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2828,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
2829,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2830,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
2831,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
2833,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
2837,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
2840,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2841,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
2844,Malaria, chills, vomiting, high_fever, sweating
2845,Chicken pox,itching, skin_rash, fatigue, lethargy
2846,Dengue, skin_rash, chills, joint_pain, vomiting
2854,Tuberculosis, chills, vomiting, fatigue, weight_loss
2856,Pneumonia, chills, fatigue, cough, high_fever
2862,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2866,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
2867,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2868,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2869,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
2870,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2871,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
2872,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
2874,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
2878,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
2881,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2882,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
2885,Malaria, chills, vomiting, high_fever, sweating
2886,Chicken pox,itching, skin_rash, fatigue, lethargy
2887,Dengue, skin_rash, chills, joint_pain, vomiting
2895,Tuberculosis, chills, vomiting, fatigue, weight_loss
2897,Pneumonia, chills, fatigue, cough, high_fever
2903,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2907,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
2908,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2909,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2910,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
2911,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2912,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
2913,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
2915,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
2919,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
2922,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2923,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
2926,Malaria, chills, vomiting, high_fever, sweating
2927,Chicken pox,itching, skin_rash, fatigue, lethargy
2928,Dengue, skin_rash, chills, joint_pain, vomiting
2936,Tuberculosis, chills, vomiting, fatigue, weight_loss
2938,Pneumonia, chills, fatigue, cough, high_fever
2944,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2948,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
2949,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2950,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2951,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
2952,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2953,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
2954,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
2956,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
2960,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
2963,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2964,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
2967,Malaria, chills, vomiting, high_fever, sweating
2968,Chicken pox,itching, skin_rash, fatigue, lethargy
2969,Dengue, skin_rash, chills, joint_pain, vomiting
2977,Tuberculosis, chills, vomiting, fatigue, weight_loss
2979,Pneumonia, chills, fatigue, cough, high_fever
2985,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2989,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
2990,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2991,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2992,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
2993,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2994,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
2995,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
2997,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
3001,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
3004,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
3005,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
3008,Malaria, chills, vomiting, high_fever, sweating
3009,Chicken pox,itching, skin_rash, fatigue, lethargy
3010,Dengue, skin_rash, chills, joint_pain, vomiting
3018,Tuberculosis, chills, vomiting, fatigue, weight_loss
3020,Pneumonia, chills, fatigue, cough, high_fever
3026,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3030,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
3031,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3032,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3033,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
3034,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3035,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
3036,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
3038,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
3042,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
3045,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
3046,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
3049,Malaria, chills, vomiting, high_fever, sweating
3050,Chicken pox,itching, skin_rash, fatigue, lethargy
3051,Dengue, skin_rash, chills, joint_pain, vomiting
3059,Tuberculosis, chills, vomiting, fatigue, weight_loss
3061,Pneumonia, chills, fatigue, cough, high_fever
3067,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3071,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
3072,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3073,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3074,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
3075,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3076,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
3077,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
3079,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
3083,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
3086,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
3087,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
3090,Malaria, chills, vomiting, high_fever, sweating
3091,Chicken pox,itching, skin_rash, fatigue, lethargy
3092,Dengue, skin_rash, chills, joint_pain, vomiting
3100,Tuberculosis, chills, vomiting, fatigue, weight_loss
3102,Pneumonia, chills, fatigue, cough, high_fever
3108,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3112,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
3113,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
